query_id	Q0	doc_id	rank	score	tag
939 Q0 9929089 0 0.51554 tag_939_9929089
940 Q0 12258338 0 0.29929 tag_940_12258338
941 Q0 12258338 0 0.30174 tag_941_12258338
942 Q0 16737210 0 0.38493 tag_942_16737210
944 Q0 1642727 0 0.41421 tag_944_1642727
945 Q0 18537148 0 0.37711 tag_945_18537148
946 Q0 18537148 0 0.37711 tag_946_18537148
949 Q0 9199796 0 0.29820 tag_949_9199796
951 Q0 8246090 0 0.26210 tag_951_8246090
952 Q0 3355397 0 0.70528 tag_952_3355397
953 Q0 3355397 0 0.67271 tag_953_3355397
954 Q0 3355397 0 0.68764 tag_954_3355397
955 Q0 4896726 0 0.57058 tag_955_4896726
959 Q0 8780599 0 0.51716 tag_959_8780599
962 Q0 13931771 0 0.53298 tag_962_13931771
963 Q0 21330280 0 0.46676 tag_963_21330280
964 Q0 21330280 0 0.46676 tag_964_21330280
965 Q0 2820454 0 0.46008 tag_965_2820454
969 Q0 17368516 0 0.59812 tag_969_17368516
970 Q0 17368516 0 0.61281 tag_970_17368516
972 Q0 829646 0 0.69292 tag_972_829646
973 Q0 27873158 0 0.64147 tag_973_27873158
976 Q0 5304891 0 0.33963 tag_976_5304891
977 Q0 5304891 0 0.48802 tag_977_5304891
978 Q0 5304891 0 0.39098 tag_978_5304891
979 Q0 11659421 0 0.50072 tag_979_11659421
980 Q0 6153754 0 0.48029 tag_980_6153754
984 Q0 6828370 0 0.71084 tag_984_6828370
988 Q0 1383826 0 0.51055 tag_988_1383826
989 Q0 14460402 0 0.32572 tag_989_14460402
990 Q0 4899981 0 0.39832 tag_990_4899981
992 Q0 4418878 0 0.21466 tag_992_4418878
994 Q0 16472469 0 0.18989 tag_994_16472469
996 Q0 49432306 0 0.27795 tag_996_49432306
997 Q0 1941721 0 0.21777 tag_997_1941721
998 Q0 1941721 0 0.21527 tag_998_1941721
999 Q0 16472469 0 0.21365 tag_999_16472469
1000 Q0 26607366 0 0.55597 tag_1000_26607366
1001 Q0 86602746 0 0.33344 tag_1001_86602746
1002 Q0 8210189 0 0.46466 tag_1002_8210189
1003 Q0 8577229 0 0.55448 tag_1003_8577229
1004 Q0 20155713 0 0.53970 tag_1004_20155713
1005 Q0 20155713 0 0.53690 tag_1005_20155713
1006 Q0 40721190 0 0.60510 tag_1006_40721190
1008 Q0 19343151 0 0.41808 tag_1008_19343151
1009 Q0 9478135 0 0.32612 tag_1009_9478135
1011 Q0 9745001 0 0.64931 tag_1011_9745001
1015 Q0 6277638 0 0.41829 tag_1015_6277638
1016 Q0 6277638 0 0.33906 tag_1016_6277638
1018 Q0 1225513 0 0.38289 tag_1018_1225513
1023 Q0 16927286 0 0.35545 tag_1023_16927286
1025 Q0 32408470 0 0.35051 tag_1025_32408470
1026 Q0 22185730 0 0.23641 tag_1026_22185730
1027 Q0 22185730 0 0.24248 tag_1027_22185730
1028 Q0 43534665 0 0.38358 tag_1028_43534665
1030 Q0 4462419 0 0.57685 tag_1030_4462419
1031 Q0 12486491 0 0.28669 tag_1031_12486491
1032 Q0 24541180 0 0.18998 tag_1032_24541180
1033 Q0 24541180 0 0.18998 tag_1033_24541180
1034 Q0 15803282 0 0.61463 tag_1034_15803282
1035 Q0 15803282 0 0.63956 tag_1035_15803282
1036 Q0 6054657 0 0.42992 tag_1036_6054657
1037 Q0 16287725 0 0.57731 tag_1037_16287725
1038 Q0 16287725 0 0.53658 tag_1038_16287725
1040 Q0 9451052 0 0.48119 tag_1040_9451052
1042 Q0 7711685 0 0.28734 tag_1042_7711685
1043 Q0 17671145 0 0.37029 tag_1043_17671145
1044 Q0 22500262 0 0.50970 tag_1044_22500262
1045 Q0 22500262 0 0.44713 tag_1045_22500262
1046 Q0 12486491 0 0.57284 tag_1046_12486491
1047 Q0 368506 0 0.78090 tag_1047_368506
1048 Q0 24737389 0 0.43024 tag_1048_24737389
1050 Q0 19878070 0 0.76651 tag_1050_19878070
1052 Q0 3716075 0 0.38604 tag_1052_3716075
1053 Q0 3716075 0 0.36666 tag_1053_3716075
1054 Q0 10072941 0 0.45121 tag_1054_10072941
1055 Q0 13906581 0 0.44922 tag_1055_13906581
1056 Q0 4200695 0 0.60207 tag_1056_4200695
1058 Q0 13027590 0 0.50449 tag_1058_13027590
1065 Q0 20418809 0 0.63473 tag_1065_20418809
1067 Q0 16217855 0 0.40231 tag_1067_16217855
1068 Q0 16217855 0 0.39508 tag_1068_16217855
1069 Q0 4200695 0 0.56883 tag_1069_4200695
1070 Q0 154243324 0 0.65729 tag_1070_154243324
1072 Q0 4824840 0 0.48585 tag_1072_4824840
1073 Q0 5596332 0 0.56558 tag_1073_5596332
1074 Q0 23244529 0 0.28749 tag_1074_23244529
1075 Q0 23244529 0 0.26859 tag_1075_23244529
1081 Q0 5691302 0 0.47723 tag_1081_5691302
1084 Q0 5691302 0 0.54734 tag_1084_5691302
1085 Q0 5691302 0 0.51687 tag_1085_5691302
1087 Q0 39281140 0 0.62235 tag_1087_39281140
1090 Q0 17628888 0 0.58507 tag_1090_17628888
1091 Q0 15425958 0 0.40878 tag_1091_15425958
1096 Q0 86129154 0 0.43320 tag_1096_86129154
1097 Q0 26851674 0 0.31880 tag_1097_26851674
1098 Q0 41928290 0 0.11100 tag_1098_41928290
1101 Q0 3874000 0 0.28876 tag_1101_3874000
1102 Q0 3874000 0 0.32759 tag_1102_3874000
1103 Q0 3898784 0 0.52482 tag_1103_3898784
1105 Q0 6710713 0 0.51616 tag_1105_6710713
1106 Q0 6710713 0 0.48554 tag_1106_6710713
1109 Q0 43128141 0 0.26284 tag_1109_43128141
1111 Q0 23117378 0 0.31840 tag_1111_23117378
1112 Q0 23117378 0 0.26599 tag_1112_23117378
1114 Q0 12824568 0 0.40607 tag_1114_12824568
1115 Q0 44048701 0 0.58374 tag_1115_44048701
1118 Q0 20829129 0 0.50748 tag_1118_20829129
1119 Q0 5323845 0 0.45939 tag_1119_5323845
1120 Q0 5323845 0 0.47627 tag_1120_5323845
1125 Q0 21009874 0 0.42992 tag_1125_21009874
1126 Q0 21009874 0 0.44563 tag_1126_21009874
1127 Q0 28149602 0 0.52288 tag_1127_28149602
1128 Q0 7869794 0 0.44321 tag_1128_7869794
1133 Q0 24142891 0 0.53705 tag_1133_24142891
1134 Q0 11578459 0 0.47790 tag_1134_11578459
1135 Q0 6517763 0 0.41792 tag_1135_6517763
1136 Q0 11578459 0 0.47790 tag_1136_11578459
1138 Q0 3531388 0 0.55343 tag_1138_3531388
1139 Q0 24581365 0 0.46645 tag_1139_24581365
1141 Q0 12009265 0 0.58896 tag_1141_12009265
1142 Q0 5260382 0 0.45931 tag_1142_5260382
1145 Q0 10071552 0 0.42129 tag_1145_10071552
1148 Q0 22922353 0 0.20460 tag_1148_22922353
1153 Q0 7370282 0 0.43231 tag_1153_7370282
1156 Q0 40949706 0 0.23374 tag_1156_40949706
1157 Q0 12584053 0 0.14368 tag_1157_12584053
1158 Q0 12584053 0 0.19187 tag_1158_12584053
1159 Q0 40949706 0 0.23116 tag_1159_40949706
1161 Q0 11902109 0 0.34707 tag_1161_11902109
1162 Q0 15305881 0 0.59900 tag_1162_15305881
1164 Q0 17775228 0 0.36604 tag_1164_17775228
1165 Q0 17775228 0 0.36604 tag_1165_17775228
1166 Q0 8411251 0 0.51931 tag_1166_8411251
1168 Q0 22309946 0 0.26689 tag_1168_22309946
1169 Q0 14865329 0 0.64137 tag_1169_14865329
1170 Q0 18956141 0 0.34498 tag_1170_18956141
1171 Q0 18956141 0 0.37668 tag_1171_18956141
1173 Q0 7370282 0 0.47481 tag_1173_7370282
1174 Q0 38899659 0 0.42441 tag_1174_38899659
1176 Q0 13955536 0 0.29197 tag_1176_13955536
1177 Q0 13955536 0 0.26471 tag_1177_13955536
1178 Q0 6144337 0 0.27109 tag_1178_6144337
1181 Q0 3952288 0 0.62455 tag_1181_3952288
1182 Q0 13613916 0 0.47429 tag_1182_13613916
1183 Q0 1967017 0 0.35527 tag_1183_1967017
1184 Q0 41774099 0 0.47369 tag_1184_41774099
1186 Q0 6173523 0 0.33743 tag_1186_6173523
1188 Q0 25251625 0 0.25112 tag_1188_25251625
1190 Q0 7211056 0 0.19921 tag_1190_7211056
1193 Q0 19205437 0 0.56244 tag_1193_19205437
1195 Q0 17123657 0 0.27211 tag_1195_17123657
1205 Q0 5558754 0 0.36098 tag_1205_5558754
1206 Q0 40090058 0 0.39756 tag_1206_40090058
1208 Q0 17208742 0 0.19396 tag_1208_17208742
1209 Q0 544971 0 0.30459 tag_1209_544971
1210 Q0 5304891 0 0.39328 tag_1210_5304891
1211 Q0 5304891 0 0.40232 tag_1211_5304891
1212 Q0 36444198 0 0.28726 tag_1212_36444198
1214 Q0 36444198 0 0.39705 tag_1214_36444198
1215 Q0 4423401 0 0.22776 tag_1215_4423401
1218 Q0 3829232 0 0.28668 tag_1218_3829232
1219 Q0 16728949 0 0.40239 tag_1219_16728949
1220 Q0 26672703 0 0.24948 tag_1220_26672703
1223 Q0 5289038 0 0.30688 tag_1223_5289038
1224 Q0 26873988 0 0.67068 tag_1224_26873988
1227 Q0 25641414 0 0.53989 tag_1227_25641414
1228 Q0 25641414 0 0.53989 tag_1228_25641414
1229 Q0 20943272 0 0.24809 tag_1229_20943272
1230 Q0 36242796 0 0.41452 tag_1230_36242796
1231 Q0 2844490 0 0.43037 tag_1231_2844490
1234 Q0 1967017 0 0.47516 tag_1234_1967017
1235 Q0 29381091 0 0.55625 tag_1235_29381091
1236 Q0 29381091 0 0.56072 tag_1236_29381091
1237 Q0 3654468 0 0.65806 tag_1237_3654468
1238 Q0 3654468 0 0.63663 tag_1238_3654468
1239 Q0 6148876 0 0.23935 tag_1239_6148876
1244 Q0 18949516 0 0.24067 tag_1244_18949516
1246 Q0 39593548 0 0.32429 tag_1246_39593548
1247 Q0 19974105 0 0.30256 tag_1247_19974105
1248 Q0 7209559 0 0.36630 tag_1248_7209559
1249 Q0 7209559 0 0.31707 tag_1249_7209559
1253 Q0 12827098 0 0.32046 tag_1253_12827098
1254 Q0 6148876 0 0.24360 tag_1254_6148876
1255 Q0 23036207 0 0.29739 tag_1255_23036207
1257 Q0 25451374 0 0.49316 tag_1257_25451374
1258 Q0 11532028 0 0.36070 tag_1258_11532028
1260 Q0 13069283 0 0.59231 tag_1260_13069283
1261 Q0 26672703 0 0.22928 tag_1261_26672703
1263 Q0 3981729 0 0.62969 tag_1263_3981729
1265 Q0 37480103 0 0.48228 tag_1265_37480103
1268 Q0 46437558 0 0.57263 tag_1268_46437558
1269 Q0 13900610 0 0.77401 tag_1269_13900610
1275 Q0 4406819 0 0.38362 tag_1275_4406819
1276 Q0 3475317 0 0.53875 tag_1276_3475317
1284 Q0 3578380 0 0.49544 tag_1284_3578380
1288 Q0 4687948 0 0.73856 tag_1288_4687948
1289 Q0 28264919 0 0.19538 tag_1289_28264919
1291 Q0 17656445 0 0.45868 tag_1291_17656445
1293 Q0 380526 0 0.42699 tag_1293_380526
1294 Q0 4896726 0 0.55370 tag_1294_4896726
1295 Q0 28264919 0 0.19538 tag_1295_28264919
1297 Q0 9167230 0 0.33543 tag_1297_9167230
1300 Q0 19497526 0 0.15479 tag_1300_19497526
1302 Q0 4460880 0 0.49779 tag_1302_4460880
1304 Q0 4460880 0 0.49441 tag_1304_4460880
1305 Q0 37673301 0 0.46604 tag_1305_37673301
1306 Q0 23273454 0 0.47809 tag_1306_23273454
1307 Q0 25842866 0 0.19714 tag_1307_25842866
1308 Q0 25842866 0 0.19797 tag_1308_25842866
1309 Q0 25842866 0 0.19539 tag_1309_25842866
1310 Q0 12956194 0 0.30945 tag_1310_12956194
1311 Q0 14050257 0 0.61247 tag_1311_14050257
1312 Q0 49208216 0 0.35954 tag_1312_49208216
1314 Q0 23604601 0 0.19539 tag_1314_23604601
1315 Q0 23604601 0 0.19539 tag_1315_23604601
1322 Q0 16284655 0 0.33563 tag_1322_16284655
1323 Q0 19912367 0 0.46296 tag_1323_19912367
1324 Q0 19912367 0 0.46015 tag_1324_19912367
1325 Q0 23260700 0 0.47796 tag_1325_23260700
1327 Q0 24241932 0 0.29004 tag_1327_24241932
1328 Q0 3475317 0 0.56398 tag_1328_3475317
1330 Q0 5304891 0 0.27774 tag_1330_5304891
1331 Q0 5304891 0 0.26378 tag_1331_5304891
1333 Q0 1649738 0 0.64254 tag_1333_1649738
1334 Q0 266641 0 0.53290 tag_1334_266641
1340 Q0 15482274 0 0.41925 tag_1340_15482274
1341 Q0 15482274 0 0.44558 tag_1341_15482274
1342 Q0 4037034 0 0.42456 tag_1342_4037034
1345 Q0 46617075 0 0.20750 tag_1345_46617075
1346 Q0 26973393 0 0.30897 tag_1346_26973393
1347 Q0 19005293 0 0.33305 tag_1347_19005293
1348 Q0 19005293 0 0.37428 tag_1348_19005293
1349 Q0 19047331 0 0.12397 tag_1349_19047331
1350 Q0 19047331 0 0.28582 tag_1350_19047331
1351 Q0 28369117 0 0.46351 tag_1351_28369117
1353 Q0 2097256 0 0.46622 tag_1353_2097256
1355 Q0 32922179 0 0.32262 tag_1355_32922179
1356 Q0 13764090 0 0.62804 tag_1356_13764090
1360 Q0 11614737 0 0.61326 tag_1360_11614737
1361 Q0 18041692 0 0.27757 tag_1361_18041692
1364 Q0 1122279 0 0.23092 tag_1364_1122279
1366 Q0 4406819 0 0.37923 tag_1366_4406819
1367 Q0 23267371 0 0.47438 tag_1367_23267371
1371 Q0 16256507 0 0.51032 tag_1371_16256507
1372 Q0 2248870 0 0.27723 tag_1372_2248870
1373 Q0 2248870 0 0.27723 tag_1373_2248870
1374 Q0 21993510 0 0.23345 tag_1374_21993510
1375 Q0 21993510 0 0.22988 tag_1375_21993510
1376 Q0 23639838 0 0.39460 tag_1376_23639838
1378 Q0 5558754 0 0.33377 tag_1378_5558754
1380 Q0 17450673 0 0.57463 tag_1380_17450673
1381 Q0 40096222 0 0.39226 tag_1381_40096222
1383 Q0 3831884 0 0.43908 tag_1383_3831884
1386 Q0 306006 0 0.45700 tag_1386_306006
1387 Q0 9669099 0 0.40438 tag_1387_9669099
1390 Q0 2890952 0 0.43081 tag_1390_2890952
1391 Q0 129199129 0 0.45000 tag_1391_129199129
1392 Q0 2619579 0 0.67831 tag_1392_2619579
1393 Q0 8006440 0 0.37764 tag_1393_8006440
1394 Q0 8006440 0 0.37600 tag_1394_8006440
1397 Q0 26008462 0 0.21964 tag_1397_26008462
1398 Q0 4452659 0 0.25150 tag_1398_4452659
1400 Q0 368506 0 0.82226 tag_1400_368506
1401 Q0 3878434 0 0.39491 tag_1401_3878434
1402 Q0 8411251 0 0.40180 tag_1402_8411251
1403 Q0 40412980 0 0.30791 tag_1403_40412980
1404 Q0 40412980 0 0.30322 tag_1404_40412980
1405 Q0 20402596 0 0.27719 tag_1405_20402596
1406 Q0 2617858 0 0.31420 tag_1406_2617858
1407 Q0 21598000 0 0.49427 tag_1407_21598000
1 Q0 13231899 0 0.10376 tag_1_13231899
3 Q0 23389795 0 0.44476 tag_3_23389795
5 Q0 17333231 0 0.38617 tag_5_17333231
13 Q0 7662395 0 0.55452 tag_13_7662395
36 Q0 16252863 0 0.45474 tag_36_16252863
42 Q0 18174210 0 0.27730 tag_42_18174210
48 Q0 18617259 0 0.43343 tag_48_18617259
49 Q0 5953485 0 0.27229 tag_49_5953485
50 Q0 12580014 0 0.55069 tag_50_12580014
51 Q0 4886637 0 0.51137 tag_51_4886637
53 Q0 25973484 0 0.31080 tag_53_25973484
54 Q0 49556906 0 0.66750 tag_54_49556906
56 Q0 22185730 0 0.44133 tag_56_22185730
57 Q0 22185730 0 0.42732 tag_57_22185730
70 Q0 308862 0 0.38155 tag_70_308862
72 Q0 10937190 0 0.19940 tag_72_10937190
75 Q0 2837758 0 0.35623 tag_75_2837758
94 Q0 46926352 0 0.23274 tag_94_46926352
99 Q0 30208015 0 0.17066 tag_99_30208015
100 Q0 16686383 0 0.36002 tag_100_16686383
113 Q0 26199970 0 0.46201 tag_113_26199970
115 Q0 33872649 0 0.20393 tag_115_33872649
118 Q0 6372244 0 0.71847 tag_118_6372244
124 Q0 4883040 0 0.47894 tag_124_4883040
127 Q0 293661 0 0.82323 tag_127_293661
128 Q0 1122279 0 0.24801 tag_128_1122279
129 Q0 27768226 0 0.39141 tag_129_27768226
130 Q0 27768226 0 0.39141 tag_130_27768226
132 Q0 7613033 0 0.62772 tag_132_7613033
133 Q0 6969753 0 0.29837 tag_133_6969753
137 Q0 26016929 0 0.62343 tag_137_26016929
141 Q0 14437255 0 0.36692 tag_141_14437255
142 Q0 10582939 0 0.38439 tag_142_10582939
143 Q0 10582939 0 0.36085 tag_143_10582939
146 Q0 10582939 0 0.41952 tag_146_10582939
148 Q0 11903247 0 0.53885 tag_148_11903247
163 Q0 18872233 0 0.68041 tag_163_18872233
171 Q0 14938990 0 0.53830 tag_171_14938990
179 Q0 2140497 0 0.51268 tag_179_2140497
180 Q0 34121231 0 0.23705 tag_180_34121231
183 Q0 23032247 0 0.43563 tag_183_23032247
185 Q0 32534305 0 0.35085 tag_185_32534305
198 Q0 13949015 0 0.20324 tag_198_13949015
208 Q0 4886637 0 0.60396 tag_208_4886637
212 Q0 21170174 0 0.49875 tag_212_21170174
213 Q0 27054878 0 0.43525 tag_213_27054878
216 Q0 21274919 0 0.26916 tag_216_21274919
217 Q0 23985464 0 0.28238 tag_217_23985464
218 Q0 7281161 0 0.50775 tag_218_7281161
219 Q0 7281161 0 0.48891 tag_219_7281161
230 Q0 5939172 0 0.37710 tag_230_5939172
232 Q0 7655029 0 0.54315 tag_232_7655029
233 Q0 9047718 0 0.21747 tag_233_9047718
236 Q0 9047718 0 0.31813 tag_236_9047718
237 Q0 4942718 0 0.48266 tag_237_4942718
238 Q0 8006440 0 0.37734 tag_238_8006440
239 Q0 16233471 0 0.24688 tag_239_16233471
248 Q0 23369842 0 0.51772 tag_248_23369842
249 Q0 23369842 0 0.50828 tag_249_23369842
261 Q0 46743299 0 0.33031 tag_261_46743299
268 Q0 36838958 0 0.43806 tag_268_36838958
269 Q0 36838958 0 0.44001 tag_269_36838958
274 Q0 11614737 0 0.73840 tag_274_11614737
275 Q0 4961038 0 0.47952 tag_275_4961038
279 Q0 14376683 0 0.39790 tag_279_14376683
294 Q0 10086360 0 0.23660 tag_294_10086360
295 Q0 20310709 0 0.61077 tag_295_20310709
298 Q0 10698739 0 0.35093 tag_298_10698739
300 Q0 16120395 0 0.33042 tag_300_16120395
303 Q0 4085204 0 0.71842 tag_303_4085204
312 Q0 15966318 0 0.18038 tag_312_15966318
314 Q0 544971 0 0.29637 tag_314_544971
324 Q0 4658268 0 0.28741 tag_324_4658268
327 Q0 5752492 0 0.23416 tag_327_5752492
338 Q0 23349986 0 0.63644 tag_338_23349986
343 Q0 23783727 0 0.32457 tag_343_23783727
350 Q0 16927286 0 0.49823 tag_350_16927286
354 Q0 8774475 0 0.68008 tag_354_8774475
362 Q0 15058155 0 0.30666 tag_362_15058155
380 Q0 2248870 0 0.33646 tag_380_2248870
384 Q0 51972698 0 0.56193 tag_384_51972698
385 Q0 1032372 0 0.34188 tag_385_1032372
386 Q0 16495649 0 0.45730 tag_386_16495649
388 Q0 1148122 0 0.53931 tag_388_1148122
399 Q0 791050 0 0.61154 tag_399_791050
410 Q0 14924526 0 0.71303 tag_410_14924526
411 Q0 14924526 0 0.70568 tag_411_14924526
415 Q0 20937018 0 0.39226 tag_415_20937018
421 Q0 35004872 0 0.16353 tag_421_35004872
431 Q0 19922508 0 0.48727 tag_431_19922508
436 Q0 14637235 0 0.35590 tag_436_14637235
437 Q0 24466904 0 0.40885 tag_437_24466904
439 Q0 15473205 0 0.28721 tag_439_15473205
440 Q0 15473205 0 0.28721 tag_440_15473205
443 Q0 92499 0 0.74758 tag_443_92499
452 Q0 145716849 0 0.19263 tag_452_145716849
475 Q0 23576165 0 0.34703 tag_475_23576165
478 Q0 6767133 0 0.26305 tag_478_6767133
491 Q0 8892905 0 0.29077 tag_491_8892905
501 Q0 24510595 0 0.54025 tag_501_24510595
502 Q0 143796742 0 0.33516 tag_502_143796742
507 Q0 35079452 0 0.32877 tag_507_35079452
508 Q0 25516011 0 0.30953 tag_508_25516011
513 Q0 13230773 0 0.32865 tag_513_13230773
514 Q0 30720103 0 0.33391 tag_514_30720103
516 Q0 29564505 0 0.59523 tag_516_29564505
517 Q0 19658917 0 0.53454 tag_517_19658917
521 Q0 34054472 0 0.35378 tag_521_34054472
525 Q0 8548635 0 0.52905 tag_525_8548635
527 Q0 1617327 0 0.31062 tag_527_1617327
528 Q0 8325952 0 0.19083 tag_528_8325952
532 Q0 1387104 0 0.24071 tag_532_1387104
533 Q0 1387104 0 0.24818 tag_533_1387104
535 Q0 21616324 0 0.41170 tag_535_21616324
536 Q0 7157436 0 0.18317 tag_536_7157436
539 Q0 13282296 0 0.57735 tag_539_13282296
540 Q0 17150648 0 0.32906 tag_540_17150648
544 Q0 32556431 0 0.31070 tag_544_32556431
549 Q0 9433958 0 0.28763 tag_549_9433958
551 Q0 20220731 0 0.47618 tag_551_20220731
552 Q0 1471041 0 0.32303 tag_552_1471041
554 Q0 9878167 0 0.45342 tag_554_9878167
560 Q0 13798951 0 0.31216 tag_560_13798951
569 Q0 21320417 0 0.57780 tag_569_21320417
575 Q0 10300888 0 0.25409 tag_575_10300888
577 Q0 5289038 0 0.23142 tag_577_5289038
578 Q0 14174055 0 0.21958 tag_578_14174055
587 Q0 2296264 0 0.30723 tag_587_2296264
589 Q0 10984005 0 0.67322 tag_589_10984005
593 Q0 19675911 0 0.65391 tag_593_19675911
597 Q0 36355784 0 0.49926 tag_597_36355784
598 Q0 27446873 0 0.45134 tag_598_27446873
613 Q0 9638032 0 0.49835 tag_613_9638032
619 Q0 21258863 0 0.32796 tag_619_21258863
623 Q0 22843838 0 0.48443 tag_623_22843838
628 Q0 12662435 0 0.17603 tag_628_12662435
636 Q0 22025252 0 0.48647 tag_636_22025252
637 Q0 31019903 0 0.47114 tag_637_31019903
641 Q0 5912283 0 0.31325 tag_641_5912283
644 Q0 120626 0 0.34924 tag_644_120626
649 Q0 12789595 0 0.28470 tag_649_12789595
659 Q0 46926352 0 0.23274 tag_659_46926352
660 Q0 1215116 0 0.12140 tag_660_1215116
674 Q0 9814332 0 0.65309 tag_674_9814332
684 Q0 4942718 0 0.47165 tag_684_4942718
690 Q0 36653415 0 0.28587 tag_690_36653415
691 Q0 28195565 0 0.35418 tag_691_28195565
692 Q0 23203102 0 0.30406 tag_692_23203102
693 Q0 23203102 0 0.30035 tag_693_23203102
700 Q0 1624106 0 0.21320 tag_700_1624106
702 Q0 38675228 0 0.42580 tag_702_38675228
715 Q0 28598374 0 0.31065 tag_715_28598374
716 Q0 44801733 0 0.17262 tag_716_44801733
718 Q0 18895793 0 0.39954 tag_718_18895793
721 Q0 1996292 0 0.39195 tag_721_1996292
723 Q0 5531479 0 0.59627 tag_723_5531479
727 Q0 14492339 0 0.36629 tag_727_14492339
728 Q0 36444198 0 0.49194 tag_728_36444198
729 Q0 26851674 0 0.29603 tag_729_26851674
742 Q0 32159283 0 0.47724 tag_742_32159283
743 Q0 32159283 0 0.47933 tag_743_32159283
744 Q0 4138659 0 0.63639 tag_744_4138659
756 Q0 2831620 0 0.64436 tag_756_2831620
759 Q0 1805641 0 0.39797 tag_759_1805641
768 Q0 19497526 0 0.35284 tag_768_19497526
770 Q0 9558539 0 0.26783 tag_770_9558539
775 Q0 16167746 0 0.23578 tag_775_16167746
781 Q0 40632104 0 0.64923 tag_781_40632104
783 Q0 39084565 0 0.67715 tag_783_39084565
784 Q0 1630949 0 0.55287 tag_784_1630949
785 Q0 54440 0 0.45963 tag_785_54440
793 Q0 8551160 0 0.26434 tag_793_8551160
800 Q0 22264117 0 0.34697 tag_800_22264117
805 Q0 36642096 0 0.44423 tag_805_36642096
808 Q0 36606083 0 0.29854 tag_808_36606083
811 Q0 19799455 0 0.38169 tag_811_19799455
814 Q0 21307488 0 0.32559 tag_814_21307488
820 Q0 35448676 0 0.27265 tag_820_35448676
821 Q0 35448676 0 0.26847 tag_821_35448676
823 Q0 39443128 0 0.36214 tag_823_39443128
830 Q0 34445160 0 0.33346 tag_830_34445160
831 Q0 12737132 0 0.32816 tag_831_12737132
832 Q0 17877537 0 0.38541 tag_832_17877537
834 Q0 23100962 0 0.21592 tag_834_23100962
837 Q0 1780819 0 0.72509 tag_837_1780819
839 Q0 169264 0 0.63314 tag_839_169264
845 Q0 9878167 0 0.78830 tag_845_9878167
847 Q0 341324 0 0.35901 tag_847_341324
852 Q0 26611094 0 0.27566 tag_852_26611094
859 Q0 32101982 0 0.21970 tag_859_32101982
870 Q0 37029185 0 0.33860 tag_870_37029185
873 Q0 4345757 0 0.24492 tag_873_4345757
879 Q0 8426046 0 0.29404 tag_879_8426046
880 Q0 8426046 0 0.26447 tag_880_8426046
882 Q0 12709184 0 0.35606 tag_882_12709184
887 Q0 4942718 0 0.32384 tag_887_4942718
903 Q0 36444198 0 0.63488 tag_903_36444198
904 Q0 7370282 0 0.65548 tag_904_7370282
907 Q0 6923961 0 0.56894 tag_907_6923961
911 Q0 6625693 0 0.32813 tag_911_6625693
913 Q0 25328476 0 0.16823 tag_913_25328476
914 Q0 20690388 0 0.17505 tag_914_20690388
921 Q0 1642727 0 0.48684 tag_921_1642727
922 Q0 17077004 0 0.61468 tag_922_17077004
936 Q0 5483793 0 0.37813 tag_936_5483793
956 Q0 21557614 0 0.24137 tag_956_21557614
957 Q0 28207326 0 0.46971 tag_957_28207326
960 Q0 8780599 0 0.51954 tag_960_8780599
967 Q0 25817686 0 0.28524 tag_967_25817686
971 Q0 829646 0 0.69292 tag_971_829646
975 Q0 5304891 0 0.35929 tag_975_5304891
982 Q0 2988714 0 0.59864 tag_982_2988714
985 Q0 6828370 0 0.58157 tag_985_6828370
993 Q0 26607366 0 0.50414 tag_993_26607366
1012 Q0 9745001 0 0.64873 tag_1012_9745001
1014 Q0 6277638 0 0.32691 tag_1014_6277638
1019 Q0 9875570 0 0.36603 tag_1019_9875570
1020 Q0 38376189 0 0.36012 tag_1020_38376189
1021 Q0 38376189 0 0.35806 tag_1021_38376189
1024 Q0 8494570 0 0.42032 tag_1024_8494570
1029 Q0 13923140 0 0.37227 tag_1029_13923140
1041 Q0 9451052 0 0.52587 tag_1041_9451052
1049 Q0 24737389 0 0.43024 tag_1049_24737389
1062 Q0 25748308 0 0.48646 tag_1062_25748308
1086 Q0 39281140 0 0.65985 tag_1086_39281140
1088 Q0 6923961 0 0.32968 tag_1088_6923961
1089 Q0 17628888 0 0.67190 tag_1089_17628888
1099 Q0 21557614 0 0.58694 tag_1099_21557614
1100 Q0 21557614 0 0.59295 tag_1100_21557614
1104 Q0 3898784 0 0.52482 tag_1104_3898784
1107 Q0 29381091 0 0.50369 tag_1107_29381091
1110 Q0 43128141 0 0.29812 tag_1110_43128141
1121 Q0 10790846 0 0.38319 tag_1121_10790846
1130 Q0 17997584 0 0.27629 tag_1130_17997584
1132 Q0 7869794 0 0.45718 tag_1132_7869794
1137 Q0 6517763 0 0.41792 tag_1137_6517763
1140 Q0 24581365 0 0.42616 tag_1140_24581365
1144 Q0 10071552 0 0.42124 tag_1144_10071552
1146 Q0 13906581 0 0.37545 tag_1146_13906581
1150 Q0 11369420 0 0.38532 tag_1150_11369420
1163 Q0 15305881 0 0.70735 tag_1163_15305881
1175 Q0 38899659 0 0.42441 tag_1175_38899659
1179 Q0 90064424 0 0.23680 tag_1179_90064424
1180 Q0 6144337 0 0.21404 tag_1180_6144337
1185 Q0 41774099 0 0.47369 tag_1185_41774099
1187 Q0 52873726 0 0.54550 tag_1187_52873726
1191 Q0 7211056 0 0.20310 tag_1191_7211056
