query_id	Q0	doc_id	rank	score	tag
938 Q0 1921218 0 0.37814 tag_938_1921218
939 Q0 9929089 0 0.49263 tag_939_9929089
940 Q0 12258338 0 0.39725 tag_940_12258338
941 Q0 12258338 0 0.39527 tag_941_12258338
942 Q0 11527199 0 0.41871 tag_942_11527199
944 Q0 1642727 0 0.59026 tag_944_1642727
945 Q0 18537148 0 0.56361 tag_945_18537148
946 Q0 18537148 0 0.56361 tag_946_18537148
949 Q0 18895793 0 0.36308 tag_949_18895793
951 Q0 1241113 0 0.35646 tag_951_1241113
952 Q0 3355397 0 0.46756 tag_952_3355397
953 Q0 3355397 0 0.39529 tag_953_3355397
954 Q0 3355397 0 0.38767 tag_954_3355397
955 Q0 2151983 0 0.40858 tag_955_2151983
959 Q0 8780599 0 0.37176 tag_959_8780599
962 Q0 13931771 0 0.66395 tag_962_13931771
963 Q0 4067274 0 0.38967 tag_963_4067274
964 Q0 4067274 0 0.38967 tag_964_4067274
965 Q0 2820454 0 0.60865 tag_965_2820454
969 Q0 8577229 0 0.61084 tag_969_8577229
970 Q0 8577229 0 0.62111 tag_970_8577229
972 Q0 27873158 0 0.51903 tag_972_27873158
973 Q0 27446873 0 0.56233 tag_973_27446873
976 Q0 35764259 0 0.30563 tag_976_35764259
977 Q0 13636631 0 0.51136 tag_977_13636631
978 Q0 13636631 0 0.43930 tag_978_13636631
979 Q0 22544171 0 0.48317 tag_979_22544171
980 Q0 20128547 0 0.45197 tag_980_20128547
984 Q0 6828370 0 0.44784 tag_984_6828370
988 Q0 21479575 0 0.44009 tag_988_21479575
989 Q0 4459491 0 0.29207 tag_989_4459491
990 Q0 4401289 0 0.33125 tag_990_4401289
992 Q0 19047331 0 0.40738 tag_992_19047331
994 Q0 6710699 0 0.59182 tag_994_6710699
996 Q0 4468861 0 0.47370 tag_996_4468861
997 Q0 1941721 0 0.38595 tag_997_1941721
998 Q0 1941721 0 0.37209 tag_998_1941721
999 Q0 6710699 0 0.53745 tag_999_6710699
1000 Q0 26607366 0 0.51405 tag_1000_26607366
1001 Q0 4343811 0 0.30516 tag_1001_4343811
1002 Q0 3230557 0 0.48881 tag_1002_3230557
1003 Q0 8577229 0 0.75312 tag_1003_8577229
1004 Q0 24828165 0 0.48315 tag_1004_24828165
1005 Q0 24828165 0 0.54778 tag_1005_24828165
1006 Q0 10247314 0 0.49017 tag_1006_10247314
1008 Q0 12580014 0 0.42982 tag_1008_12580014
1009 Q0 18938992 0 0.58909 tag_1009_18938992
1011 Q0 9745001 0 0.78242 tag_1011_9745001
1015 Q0 6277638 0 0.57260 tag_1015_6277638
1016 Q0 6277638 0 0.58411 tag_1016_6277638
1018 Q0 11603066 0 0.35469 tag_1018_11603066
1023 Q0 1631583 0 0.38042 tag_1023_1631583
1025 Q0 18450716 0 0.30724 tag_1025_18450716
1026 Q0 11291348 0 0.45315 tag_1026_11291348
1027 Q0 6157371 0 0.33703 tag_1027_6157371
1028 Q0 2388819 0 0.60188 tag_1028_2388819
1030 Q0 6441369 0 0.67297 tag_1030_6441369
1031 Q0 12486491 0 0.46697 tag_1031_12486491
1032 Q0 24541180 0 0.37556 tag_1032_24541180
1033 Q0 24541180 0 0.37556 tag_1033_24541180
1034 Q0 15803282 0 0.29671 tag_1034_15803282
1035 Q0 15803282 0 0.30236 tag_1035_15803282
1036 Q0 37822406 0 0.55545 tag_1036_37822406
1037 Q0 11615242 0 0.35977 tag_1037_11615242
1038 Q0 11615242 0 0.36807 tag_1038_11615242
1040 Q0 9451052 0 0.52412 tag_1040_9451052
1042 Q0 778436 0 0.40954 tag_1042_778436
1043 Q0 37256966 0 0.34676 tag_1043_37256966
1044 Q0 22500262 0 0.58830 tag_1044_22500262
1045 Q0 22500262 0 0.42529 tag_1045_22500262
1046 Q0 2582169 0 0.45077 tag_1046_2582169
1047 Q0 368506 0 0.38792 tag_1047_368506
1048 Q0 24737389 0 0.51990 tag_1048_24737389
1050 Q0 19878070 0 0.65608 tag_1050_19878070
1052 Q0 6766459 0 0.33983 tag_1052_6766459
1053 Q0 6766459 0 0.32539 tag_1053_6766459
1054 Q0 10072941 0 0.42457 tag_1054_10072941
1055 Q0 39300105 0 0.37079 tag_1055_39300105
1056 Q0 42950029 0 0.39741 tag_1056_42950029
1058 Q0 13027590 0 0.37202 tag_1058_13027590
1065 Q0 20418809 0 0.42109 tag_1065_20418809
1067 Q0 10765888 0 0.40521 tag_1067_10765888
1068 Q0 10765888 0 0.31555 tag_1068_10765888
1069 Q0 38493521 0 0.36821 tag_1069_38493521
1070 Q0 31019903 0 0.52087 tag_1070_31019903
1072 Q0 52827184 0 0.27728 tag_1072_52827184
1073 Q0 52827184 0 0.40844 tag_1073_52827184
1074 Q0 23244529 0 0.32727 tag_1074_23244529
1075 Q0 23244529 0 0.30641 tag_1075_23244529
1081 Q0 6309659 0 0.33952 tag_1081_6309659
1084 Q0 32328114 0 0.26213 tag_1084_32328114
1085 Q0 34054472 0 0.45312 tag_1085_34054472
1087 Q0 39281140 0 0.54404 tag_1087_39281140
1090 Q0 17628888 0 0.68055 tag_1090_17628888
1091 Q0 3118719 0 0.40836 tag_1091_3118719
1096 Q0 86129154 0 0.52611 tag_1096_86129154
1097 Q0 8133180 0 0.31239 tag_1097_8133180
1098 Q0 154050141 0 0.35032 tag_1098_154050141
1101 Q0 6422576 0 0.32952 tag_1101_6422576
1102 Q0 6422576 0 0.32040 tag_1102_6422576
1103 Q0 46764350 0 0.36073 tag_1103_46764350
1105 Q0 6710713 0 0.51329 tag_1105_6710713
1106 Q0 6710713 0 0.47536 tag_1106_6710713
1109 Q0 70704988 0 0.30601 tag_1109_70704988
1111 Q0 2613775 0 0.48839 tag_1111_2613775
1112 Q0 2613775 0 0.40592 tag_1112_2613775
1114 Q0 10450300 0 0.32114 tag_1114_10450300
1115 Q0 44048701 0 0.73172 tag_1115_44048701
1118 Q0 23351136 0 0.67876 tag_1118_23351136
1119 Q0 26710772 0 0.55109 tag_1119_26710772
1120 Q0 26710772 0 0.57507 tag_1120_26710772
1125 Q0 2030623 0 0.32676 tag_1125_2030623
1126 Q0 37762357 0 0.26844 tag_1126_37762357
1127 Q0 5448119 0 0.65648 tag_1127_5448119
1128 Q0 21746539 0 0.50529 tag_1128_21746539
1133 Q0 13244602 0 0.36762 tag_1133_13244602
1134 Q0 470625 0 0.43042 tag_1134_470625
1135 Q0 470625 0 0.69043 tag_1135_470625
1136 Q0 470625 0 0.43042 tag_1136_470625
1138 Q0 25915873 0 0.41484 tag_1138_25915873
1139 Q0 27167110 0 0.36602 tag_1139_27167110
1141 Q0 23267371 0 0.30189 tag_1141_23267371
1142 Q0 5260382 0 0.37560 tag_1142_5260382
1145 Q0 10071552 0 0.67126 tag_1145_10071552
1148 Q0 103007 0 0.30034 tag_1148_103007
1153 Q0 7370282 0 0.62531 tag_1153_7370282
1156 Q0 22922353 0 0.28872 tag_1156_22922353
1157 Q0 30543439 0 0.40044 tag_1157_30543439
1158 Q0 42150015 0 0.25918 tag_1158_42150015
1159 Q0 22922353 0 0.32399 tag_1159_22922353
1161 Q0 4421787 0 0.29039 tag_1161_4421787
1162 Q0 15305881 0 0.77094 tag_1162_15305881
1164 Q0 11359243 0 0.35364 tag_1164_11359243
1165 Q0 11359243 0 0.35364 tag_1165_11359243
1166 Q0 29877890 0 0.47573 tag_1166_29877890
1168 Q0 22309946 0 0.35125 tag_1168_22309946
1169 Q0 1568684 0 0.53563 tag_1169_1568684
1170 Q0 18956141 0 0.65153 tag_1170_18956141
1171 Q0 18956141 0 0.70442 tag_1171_18956141
1173 Q0 7370282 0 0.52449 tag_1173_7370282
1174 Q0 20943272 0 0.61130 tag_1174_20943272
1176 Q0 13955536 0 0.62853 tag_1176_13955536
1177 Q0 13955536 0 0.53284 tag_1177_13955536
1178 Q0 20943272 0 0.61130 tag_1178_20943272
1181 Q0 39128592 0 0.54944 tag_1181_39128592
1182 Q0 13613916 0 0.34353 tag_1182_13613916
1183 Q0 6947286 0 0.32083 tag_1183_6947286
1184 Q0 16737210 0 0.53737 tag_1184_16737210
1186 Q0 6490571 0 0.36690 tag_1186_6490571
1188 Q0 38502066 0 0.34895 tag_1188_38502066
1190 Q0 24552097 0 0.33446 tag_1190_24552097
1193 Q0 19205437 0 0.30954 tag_1193_19205437
1195 Q0 1631583 0 0.35621 tag_1195_1631583
1205 Q0 17462437 0 0.24469 tag_1205_17462437
1206 Q0 40090058 0 0.46209 tag_1206_40090058
1208 Q0 37444589 0 0.34609 tag_1208_37444589
1209 Q0 7451018 0 0.32628 tag_1209_7451018
1210 Q0 35764259 0 0.45158 tag_1210_35764259
1211 Q0 35764259 0 0.46265 tag_1211_35764259
1212 Q0 25499612 0 0.27863 tag_1212_25499612
1214 Q0 25148216 0 0.33990 tag_1214_25148216
1215 Q0 14753395 0 0.38138 tag_1215_14753395
1218 Q0 14581009 0 0.33887 tag_1218_14581009
1219 Q0 28937856 0 0.30919 tag_1219_28937856
1220 Q0 5765455 0 0.49081 tag_1220_5765455
1223 Q0 9784254 0 0.36201 tag_1223_9784254
1224 Q0 26873988 0 0.67455 tag_1224_26873988
1227 Q0 16693950 0 0.28282 tag_1227_16693950
1228 Q0 16693950 0 0.28282 tag_1228_16693950
1229 Q0 23393712 0 0.24725 tag_1229_23393712
1230 Q0 18938992 0 0.43745 tag_1230_18938992
1231 Q0 4427060 0 0.33496 tag_1231_4427060
1234 Q0 36242796 0 0.42573 tag_1234_36242796
1235 Q0 26902591 0 0.46032 tag_1235_26902591
1236 Q0 26902591 0 0.50867 tag_1236_26902591
1237 Q0 3654468 0 0.42605 tag_1237_3654468
1238 Q0 3654468 0 0.40586 tag_1238_3654468
1239 Q0 20220731 0 0.35367 tag_1239_20220731
1244 Q0 18098290 0 0.31925 tag_1244_18098290
1246 Q0 38043606 0 0.23833 tag_1246_38043606
1247 Q0 15615957 0 0.34630 tag_1247_15615957
1248 Q0 11246427 0 0.27518 tag_1248_11246427
1249 Q0 11246427 0 0.31223 tag_1249_11246427
1253 Q0 18670 0 0.28383 tag_1253_18670
1254 Q0 16375102 0 0.29914 tag_1254_16375102
1255 Q0 21651116 0 0.32356 tag_1255_21651116
1257 Q0 25451374 0 0.33846 tag_1257_25451374
1258 Q0 36547290 0 0.35924 tag_1258_36547290
1260 Q0 24341590 0 0.36197 tag_1260_24341590
1261 Q0 5765455 0 0.46846 tag_1261_5765455
1263 Q0 46816158 0 0.38408 tag_1263_46816158
1265 Q0 37480103 0 0.39317 tag_1265_37480103
1268 Q0 20526907 0 0.47631 tag_1268_20526907
1269 Q0 34227917 0 0.45579 tag_1269_34227917
1275 Q0 1818578 0 0.36965 tag_1275_1818578
1276 Q0 28783084 0 0.39477 tag_1276_28783084
1284 Q0 3578380 0 0.45439 tag_1284_3578380
1288 Q0 4687948 0 0.46262 tag_1288_4687948
1289 Q0 21239672 0 0.50638 tag_1289_21239672
1291 Q0 9394119 0 0.44820 tag_1291_9394119
1293 Q0 380526 0 0.38659 tag_1293_380526
1294 Q0 2151983 0 0.35454 tag_1294_2151983
1295 Q0 21239672 0 0.50638 tag_1295_21239672
1297 Q0 52188256 0 0.31978 tag_1297_52188256
1300 Q0 6157371 0 0.26258 tag_1300_6157371
1302 Q0 14060030 0 0.39523 tag_1302_14060030
1304 Q0 14060030 0 0.38308 tag_1304_14060030
1305 Q0 30224907 0 0.37447 tag_1305_30224907
1306 Q0 31933981 0 0.39087 tag_1306_31933981
1307 Q0 18231807 0 0.41867 tag_1307_18231807
1308 Q0 18231807 0 0.36961 tag_1308_18231807
1309 Q0 18231807 0 0.35640 tag_1309_18231807
1310 Q0 3610282 0 0.38729 tag_1310_3610282
1311 Q0 13763195 0 0.51249 tag_1311_13763195
1312 Q0 40754510 0 0.55964 tag_1312_40754510
1314 Q0 7766808 0 0.31461 tag_1314_7766808
1315 Q0 7766808 0 0.31461 tag_1315_7766808
1322 Q0 16284655 0 0.31776 tag_1322_16284655
1323 Q0 13915464 0 0.41372 tag_1323_13915464
1324 Q0 13915464 0 0.40222 tag_1324_13915464
1325 Q0 13223806 0 0.31655 tag_1325_13223806
1327 Q0 4828631 0 0.25594 tag_1327_4828631
1328 Q0 3475317 0 0.29576 tag_1328_3475317
1330 Q0 13636631 0 0.29205 tag_1330_13636631
1331 Q0 13636631 0 0.27977 tag_1331_13636631
1333 Q0 1649738 0 0.62404 tag_1333_1649738
1334 Q0 266641 0 0.45574 tag_1334_266641
1340 Q0 1944452 0 0.25656 tag_1340_1944452
1341 Q0 1944452 0 0.24041 tag_1341_1944452
1342 Q0 8577229 0 0.44355 tag_1342_8577229
1345 Q0 3591070 0 0.32025 tag_1345_3591070
1346 Q0 40710501 0 0.48066 tag_1346_40710501
1347 Q0 21320417 0 0.30693 tag_1347_21320417
1348 Q0 21320417 0 0.31832 tag_1348_21320417
1349 Q0 41548287 0 0.40732 tag_1349_41548287
1350 Q0 41548287 0 0.47783 tag_1350_41548287
1351 Q0 34034749 0 0.28802 tag_1351_34034749
1353 Q0 2097256 0 0.36630 tag_1353_2097256
1355 Q0 32742683 0 0.38056 tag_1355_32742683
1356 Q0 21956124 0 0.31391 tag_1356_21956124
1360 Q0 11614737 0 0.54156 tag_1360_11614737
1361 Q0 9142761 0 0.30518 tag_1361_9142761
1364 Q0 1122279 0 0.53290 tag_1364_1122279
1366 Q0 16736883 0 0.26105 tag_1366_16736883
1367 Q0 26611834 0 0.46260 tag_1367_26611834
1371 Q0 16256507 0 0.71022 tag_1371_16256507
1372 Q0 21003930 0 0.37544 tag_1372_21003930
1373 Q0 21003930 0 0.37544 tag_1373_21003930
1374 Q0 21993510 0 0.34809 tag_1374_21993510
1375 Q0 21993510 0 0.33381 tag_1375_21993510
1376 Q0 19408393 0 0.44164 tag_1376_19408393
1378 Q0 11630388 0 0.29562 tag_1378_11630388
1380 Q0 5487448 0 0.43886 tag_1380_5487448
1381 Q0 10675756 0 0.38116 tag_1381_10675756
1383 Q0 3831884 0 0.40042 tag_1383_3831884
1386 Q0 34753204 0 0.29505 tag_1386_34753204
1387 Q0 9669099 0 0.41842 tag_1387_9669099
1390 Q0 35448676 0 0.33511 tag_1390_35448676
1391 Q0 2158516 0 0.36256 tag_1391_2158516
1392 Q0 32556431 0 0.60775 tag_1392_32556431
1393 Q0 7399084 0 0.38680 tag_1393_7399084
1394 Q0 11666252 0 0.35018 tag_1394_11666252
1397 Q0 6422576 0 0.27020 tag_1397_6422576
1398 Q0 6422576 0 0.63515 tag_1398_6422576
1400 Q0 368506 0 0.42968 tag_1400_368506
1401 Q0 5185871 0 0.30828 tag_1401_5185871
1402 Q0 11887584 0 0.44871 tag_1402_11887584
1403 Q0 37164306 0 0.24242 tag_1403_37164306
1404 Q0 37164306 0 0.23609 tag_1404_37164306
1405 Q0 5849439 0 0.34381 tag_1405_5849439
1406 Q0 2617858 0 0.66647 tag_1406_2617858
1407 Q0 45199834 0 0.34342 tag_1407_45199834
1 Q0 16532419 0 0.40119 tag_1_16532419
3 Q0 2739854 0 0.46095 tag_3_2739854
5 Q0 4828631 0 0.36733 tag_5_4828631
13 Q0 26611834 0 0.44864 tag_13_26611834
36 Q0 16252863 0 0.44411 tag_36_16252863
42 Q0 18174210 0 0.46173 tag_42_18174210
48 Q0 4828631 0 0.24642 tag_48_4828631
49 Q0 5953485 0 0.35727 tag_49_5953485
50 Q0 12580014 0 0.77373 tag_50_12580014
51 Q0 8963413 0 0.71089 tag_51_8963413
53 Q0 10024681 0 0.66677 tag_53_10024681
54 Q0 3973445 0 0.41567 tag_54_3973445
56 Q0 22185730 0 0.27436 tag_56_22185730
57 Q0 22185730 0 0.26896 tag_57_22185730
70 Q0 14644164 0 0.47360 tag_70_14644164
72 Q0 13963620 0 0.30028 tag_72_13963620
75 Q0 4387784 0 0.43461 tag_75_4387784
94 Q0 46926352 0 0.45592 tag_94_46926352
99 Q0 43048059 0 0.26728 tag_99_43048059
100 Q0 4398832 0 0.46240 tag_100_4398832
113 Q0 6157837 0 0.39674 tag_113_6157837
115 Q0 21789744 0 0.30184 tag_115_21789744
118 Q0 6372244 0 0.58832 tag_118_6372244
124 Q0 7111021 0 0.47166 tag_124_7111021
127 Q0 293661 0 0.54434 tag_127_293661
128 Q0 1122279 0 0.37682 tag_128_1122279
129 Q0 16119973 0 0.41831 tag_129_16119973
130 Q0 16119973 0 0.41831 tag_130_16119973
132 Q0 24735908 0 0.42403 tag_132_24735908
133 Q0 35884026 0 0.43562 tag_133_35884026
137 Q0 26016929 0 0.32155 tag_137_26016929
141 Q0 14437255 0 0.51907 tag_141_14437255
142 Q0 10582939 0 0.56756 tag_142_10582939
143 Q0 10582939 0 0.59729 tag_143_10582939
146 Q0 10582939 0 0.60154 tag_146_10582939
148 Q0 3202143 0 0.36762 tag_148_3202143
163 Q0 18872233 0 0.58752 tag_163_18872233
171 Q0 28149602 0 0.50457 tag_171_28149602
179 Q0 9394119 0 0.35909 tag_179_9394119
180 Q0 16966326 0 0.31185 tag_180_16966326
183 Q0 10078024 0 0.36128 tag_183_10078024
185 Q0 5116145 0 0.32959 tag_185_5116145
198 Q0 42731834 0 0.43872 tag_198_42731834
208 Q0 9394119 0 0.49338 tag_208_9394119
212 Q0 9291668 0 0.58624 tag_212_9291668
213 Q0 27054878 0 0.50025 tag_213_27054878
216 Q0 13923140 0 0.34555 tag_216_13923140
217 Q0 24387017 0 0.47784 tag_217_24387017
218 Q0 7281161 0 0.58946 tag_218_7281161
219 Q0 7281161 0 0.56299 tag_219_7281161
230 Q0 167469018 0 0.34736 tag_230_167469018
232 Q0 10536636 0 0.59264 tag_232_10536636
233 Q0 4388470 0 0.37371 tag_233_4388470
236 Q0 4388470 0 0.37371 tag_236_4388470
237 Q0 4942718 0 0.46645 tag_237_4942718
238 Q0 23017040 0 0.35552 tag_238_23017040
239 Q0 3441524 0 0.26305 tag_239_3441524
248 Q0 26902591 0 0.52664 tag_248_26902591
249 Q0 26902591 0 0.42798 tag_249_26902591
261 Q0 10697096 0 0.30735 tag_261_10697096
268 Q0 970012 0 0.38754 tag_268_970012
269 Q0 970012 0 0.37905 tag_269_970012
274 Q0 11614737 0 0.47570 tag_274_11614737
275 Q0 4961038 0 0.62275 tag_275_4961038
279 Q0 14376683 0 0.52893 tag_279_14376683
294 Q0 13613916 0 0.46865 tag_294_13613916
295 Q0 20310709 0 0.49295 tag_295_20310709
298 Q0 19974105 0 0.36547 tag_298_19974105
300 Q0 8065561 0 0.38306 tag_300_8065561
303 Q0 4085204 0 0.40957 tag_303_4085204
312 Q0 14464451 0 0.46186 tag_312_14464451
314 Q0 7451018 0 0.31804 tag_314_7451018
324 Q0 11915280 0 0.35393 tag_324_11915280
327 Q0 22800314 0 0.34168 tag_327_22800314
338 Q0 23349986 0 0.61076 tag_338_23349986
343 Q0 29253460 0 0.46257 tag_343_29253460
350 Q0 16927286 0 0.56177 tag_350_16927286
354 Q0 8774475 0 0.57433 tag_354_8774475
362 Q0 38587347 0 0.28981 tag_362_38587347
380 Q0 2248870 0 0.33867 tag_380_2248870
384 Q0 51972698 0 0.33448 tag_384_51972698
385 Q0 1032372 0 0.57998 tag_385_1032372
386 Q0 21260231 0 0.34059 tag_386_21260231
388 Q0 24019260 0 0.32000 tag_388_24019260
399 Q0 791050 0 0.91795 tag_399_791050
410 Q0 1410197 0 0.41463 tag_410_1410197
411 Q0 1410197 0 0.40962 tag_411_1410197
415 Q0 20937018 0 0.41880 tag_415_20937018
421 Q0 2417551 0 0.41838 tag_421_2417551
431 Q0 10993232 0 0.70032 tag_431_10993232
436 Q0 8577229 0 0.46559 tag_436_8577229
437 Q0 6000423 0 0.30560 tag_437_6000423
439 Q0 4932668 0 0.42753 tag_439_4932668
440 Q0 4932668 0 0.42753 tag_440_4932668
443 Q0 13116880 0 0.61620 tag_443_13116880
452 Q0 9142761 0 0.34461 tag_452_9142761
475 Q0 29015485 0 0.51792 tag_475_29015485
478 Q0 7968532 0 0.31030 tag_478_7968532
491 Q0 11880289 0 0.33475 tag_491_11880289
501 Q0 12667988 0 0.30932 tag_501_12667988
502 Q0 4435369 0 0.30726 tag_502_4435369
507 Q0 33535222 0 0.33052 tag_507_33535222
508 Q0 25516011 0 0.53895 tag_508_25516011
513 Q0 27768226 0 0.26814 tag_513_27768226
514 Q0 16256507 0 0.35412 tag_514_16256507
516 Q0 18988265 0 0.66342 tag_516_18988265
517 Q0 27449472 0 0.25747 tag_517_27449472
521 Q0 34873974 0 0.29496 tag_521_34873974
525 Q0 18841257 0 0.35858 tag_525_18841257
527 Q0 25827024 0 0.28586 tag_527_25827024
528 Q0 10675756 0 0.33129 tag_528_10675756
532 Q0 12991445 0 0.26924 tag_532_12991445
533 Q0 12991445 0 0.27726 tag_533_12991445
535 Q0 8708082 0 0.42724 tag_535_8708082
536 Q0 27022864 0 0.31089 tag_536_27022864
539 Q0 20697217 0 0.37069 tag_539_20697217
540 Q0 16398827 0 0.35383 tag_540_16398827
544 Q0 7451018 0 0.49083 tag_544_7451018
549 Q0 21909315 0 0.50554 tag_549_21909315
551 Q0 5914739 0 0.32496 tag_551_5914739
552 Q0 1471041 0 0.34139 tag_552_1471041
554 Q0 9878167 0 0.41826 tag_554_9878167
560 Q0 21258863 0 0.38915 tag_560_21258863
569 Q0 21320417 0 0.69483 tag_569_21320417
575 Q0 10300888 0 0.50239 tag_575_10300888
577 Q0 14019636 0 0.26754 tag_577_14019636
578 Q0 6776834 0 0.31129 tag_578_6776834
587 Q0 2296264 0 0.32542 tag_587_2296264
589 Q0 10984005 0 0.80712 tag_589_10984005
593 Q0 19675911 0 0.53785 tag_593_19675911
597 Q0 27873158 0 0.28853 tag_597_27873158
598 Q0 27446873 0 0.32194 tag_598_27446873
613 Q0 9638032 0 0.72379 tag_613_9638032
619 Q0 25452937 0 0.30857 tag_619_25452937
623 Q0 22843838 0 0.41951 tag_623_22843838
628 Q0 24510595 0 0.36579 tag_628_24510595
636 Q0 19752008 0 0.33431 tag_636_19752008
637 Q0 31019903 0 0.44876 tag_637_31019903
641 Q0 5912283 0 0.57260 tag_641_5912283
644 Q0 22530842 0 0.44685 tag_644_22530842
649 Q0 14319754 0 0.36857 tag_649_14319754
659 Q0 46926352 0 0.45592 tag_659_46926352
660 Q0 293661 0 0.47370 tag_660_293661
674 Q0 5612738 0 0.35509 tag_674_5612738
684 Q0 4942718 0 0.46725 tag_684_4942718
690 Q0 36653415 0 0.45708 tag_690_36653415
691 Q0 12785130 0 0.31209 tag_691_12785130
692 Q0 21874414 0 0.43768 tag_692_21874414
693 Q0 21874414 0 0.43303 tag_693_21874414
700 Q0 38751591 0 0.34292 tag_700_38751591
702 Q0 20402596 0 0.38245 tag_702_20402596
715 Q0 16550075 0 0.27174 tag_715_16550075
716 Q0 29509926 0 0.37478 tag_716_29509926
718 Q0 18895793 0 0.45567 tag_718_18895793
721 Q0 1996292 0 0.34918 tag_721_1996292
723 Q0 5531479 0 0.45281 tag_723_5531479
727 Q0 25148216 0 0.44159 tag_727_25148216
728 Q0 25148216 0 0.56099 tag_728_25148216
729 Q0 8133180 0 0.31239 tag_729_8133180
742 Q0 22505190 0 0.39588 tag_742_22505190
743 Q0 22505190 0 0.40930 tag_743_22505190
744 Q0 4138659 0 0.71505 tag_744_4138659
756 Q0 12588500 0 0.45797 tag_756_12588500
759 Q0 1805641 0 0.54509 tag_759_1805641
768 Q0 25365522 0 0.38647 tag_768_25365522
770 Q0 15476777 0 0.38420 tag_770_15476777
775 Q0 13025574 0 0.30502 tag_775_13025574
781 Q0 8246922 0 0.57712 tag_781_8246922
783 Q0 14171859 0 0.31888 tag_783_14171859
784 Q0 2356950 0 0.49018 tag_784_2356950
785 Q0 54440 0 0.44354 tag_785_54440
793 Q0 6259170 0 0.51417 tag_793_6259170
800 Q0 22264117 0 0.43991 tag_800_22264117
805 Q0 22180793 0 0.70243 tag_805_22180793
808 Q0 4361990 0 0.28684 tag_808_4361990
811 Q0 8185080 0 0.22722 tag_811_8185080
814 Q0 12948892 0 0.28634 tag_814_12948892
820 Q0 1631583 0 0.41465 tag_820_1631583
821 Q0 1631583 0 0.40928 tag_821_1631583
823 Q0 15319019 0 0.40956 tag_823_15319019
830 Q0 4662264 0 0.32361 tag_830_4662264
831 Q0 11903247 0 0.28206 tag_831_11903247
832 Q0 13509809 0 0.39331 tag_832_13509809
834 Q0 46328296 0 0.31040 tag_834_46328296
837 Q0 25263942 0 0.45507 tag_837_25263942
839 Q0 1469751 0 0.45087 tag_839_1469751
845 Q0 9878167 0 0.70823 tag_845_9878167
847 Q0 16787954 0 0.41519 tag_847_16787954
852 Q0 26611094 0 0.24560 tag_852_26611094
859 Q0 31200375 0 0.45646 tag_859_31200375
870 Q0 37029185 0 0.44689 tag_870_37029185
873 Q0 22023404 0 0.43636 tag_873_22023404
879 Q0 18895793 0 0.36901 tag_879_18895793
880 Q0 20155713 0 0.34649 tag_880_20155713
882 Q0 12709184 0 0.38537 tag_882_12709184
887 Q0 20344442 0 0.35984 tag_887_20344442
903 Q0 10648422 0 0.45462 tag_903_10648422
904 Q0 7370282 0 0.64566 tag_904_7370282
907 Q0 6923961 0 0.54574 tag_907_6923961
911 Q0 33507866 0 0.33151 tag_911_33507866
913 Q0 24150328 0 0.30984 tag_913_24150328
914 Q0 24150328 0 0.31705 tag_914_24150328
921 Q0 1642727 0 0.40563 tag_921_1642727
922 Q0 17077004 0 0.68517 tag_922_17077004
936 Q0 10538985 0 0.34715 tag_936_10538985
956 Q0 21557614 0 0.35227 tag_956_21557614
957 Q0 28207326 0 0.36412 tag_957_28207326
960 Q0 8780599 0 0.45887 tag_960_8780599
967 Q0 25817686 0 0.27780 tag_967_25817686
971 Q0 27873158 0 0.51903 tag_971_27873158
975 Q0 1617327 0 0.32720 tag_975_1617327
982 Q0 21307488 0 0.28594 tag_982_21307488
985 Q0 6828370 0 0.41830 tag_985_6828370
993 Q0 26607366 0 0.56543 tag_993_26607366
1012 Q0 9745001 0 0.77469 tag_1012_9745001
1014 Q0 6277638 0 0.56646 tag_1014_6277638
1019 Q0 9875570 0 0.31463 tag_1019_9875570
1020 Q0 10559501 0 0.43776 tag_1020_10559501
1021 Q0 10559501 0 0.43398 tag_1021_10559501
1024 Q0 4421547 0 0.25852 tag_1024_4421547
1029 Q0 2388819 0 0.56496 tag_1029_2388819
1041 Q0 13790144 0 0.54557 tag_1041_13790144
1049 Q0 24737389 0 0.51990 tag_1049_24737389
1062 Q0 20381484 0 0.38347 tag_1062_20381484
1086 Q0 39281140 0 0.58815 tag_1086_39281140
1088 Q0 31682248 0 0.35645 tag_1088_31682248
1089 Q0 17628888 0 0.62776 tag_1089_17628888
1099 Q0 7662206 0 0.43115 tag_1099_7662206
1100 Q0 7662206 0 0.45680 tag_1100_7662206
1104 Q0 46764350 0 0.36073 tag_1104_46764350
1107 Q0 14865329 0 0.34755 tag_1107_14865329
1110 Q0 70704988 0 0.43886 tag_1110_70704988
1121 Q0 23076291 0 0.28259 tag_1121_23076291
1130 Q0 17997584 0 0.47638 tag_1130_17997584
1132 Q0 21746539 0 0.50877 tag_1132_21746539
1137 Q0 470625 0 0.69043 tag_1137_470625
1140 Q0 27167110 0 0.30576 tag_1140_27167110
1144 Q0 10071552 0 0.68718 tag_1144_10071552
1146 Q0 16390264 0 0.48904 tag_1146_16390264
1150 Q0 11369420 0 0.63593 tag_1150_11369420
1163 Q0 15305881 0 0.73020 tag_1163_15305881
1175 Q0 20943272 0 0.61130 tag_1175_20943272
1179 Q0 32906513 0 0.41037 tag_1179_32906513
1180 Q0 24221369 0 0.47370 tag_1180_24221369
1185 Q0 16737210 0 0.53737 tag_1185_16737210
1187 Q0 12462961 0 0.48706 tag_1187_12462961
